sample_id,image_path,ground_truth,stay_positive_score,stay_positive_postcal_prediction,official_fsd_prediction,fsd_finetune_v1_prediction,fsd_finetune_v2_prediction,conflict_count,conflict_type,priority_score
adm_auto_1800,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/36_adm_91.PNG,fake,0.40307096469313114,fake,real,real,real,3,strong_conflict,30.014253
adm_auto_0056,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_174.PNG,fake,0.4030227965546287,fake,real,real,real,3,strong_conflict,30.014205
adm_auto_2864,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/52_adm_174.PNG,fake,0.4029669628318588,fake,real,real,real,3,strong_conflict,30.014149
adm_auto_1404,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/30_adm_91.PNG,fake,0.4029523931147274,fake,real,real,real,3,strong_conflict,30.014134
adm_auto_1647,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/347_adm_34.PNG,fake,0.402923723317755,fake,real,real,real,3,strong_conflict,30.014106
adm_auto_0697,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_153.PNG,fake,0.37479869907162056,real,fake,fake,fake,3,strong_conflict,30.014019
adm_auto_1482,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/321_adm_91.PNG,fake,0.4027691507296842,fake,real,real,real,3,strong_conflict,30.013951
adm_auto_2414,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/462_adm_174.PNG,fake,0.4027061965905482,fake,real,real,real,3,strong_conflict,30.013888
adm_auto_1013,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/251_adm_85.PNG,fake,0.4026807267166279,fake,real,real,real,3,strong_conflict,30.013863
adm_auto_0842,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_174.PNG,fake,0.4026079351769251,fake,real,real,real,3,strong_conflict,30.013790
adm_auto_0611,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/191_adm_85.PNG,fake,0.40254099451162023,fake,real,real,real,3,strong_conflict,30.013723
adm_auto_1159,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/274_adm_153.PNG,fake,0.40250177651587604,fake,real,real,real,3,strong_conflict,30.013684
adm_auto_2811,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/521_adm_34.PNG,fake,0.40234719660383184,fake,real,real,real,3,strong_conflict,30.013529
adm_auto_2717,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/507_adm_85.PNG,fake,0.40220734111115675,fake,real,real,real,3,strong_conflict,30.013389
adm_auto_0075,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_34.PNG,fake,0.37549691829408594,real,fake,fake,fake,3,strong_conflict,30.013321
adm_auto_2025,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/403_adm_34.PNG,fake,0.40207693522184085,fake,real,real,real,3,strong_conflict,30.013259
adm_auto_2709,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/506_adm_34.PNG,fake,0.37562257122813175,real,fake,fake,fake,3,strong_conflict,30.013195
adm_auto_0960,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/243_adm_91.PNG,fake,0.40197805813110127,fake,real,real,real,3,strong_conflict,30.013160
adm_auto_0395,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/159_adm_85.PNG,fake,0.4019434566382218,fake,real,real,real,3,strong_conflict,30.013125
adm_auto_1487,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/322_adm_85.PNG,fake,0.40193635568842223,fake,real,real,real,3,strong_conflict,30.013118
adm_auto_1513,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/327_adm_153.PNG,fake,0.4017723986579342,fake,real,real,real,3,strong_conflict,30.012954
adm_auto_0181,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/127_adm_153.PNG,fake,0.3758991768785707,real,fake,fake,fake,3,strong_conflict,30.012919
adm_auto_1143,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/271_adm_34.PNG,fake,0.40173054459191104,fake,real,real,real,3,strong_conflict,30.012913
adm_auto_0514,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/177_adm_7.PNG,fake,0.3759168939600086,real,fake,fake,fake,3,strong_conflict,30.012901
adm_auto_2819,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/522_adm_85.PNG,fake,0.40167711748499024,fake,real,real,real,3,strong_conflict,30.012859
adm_auto_0526,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/179_adm_7.PNG,fake,0.4016674249092337,fake,real,real,real,3,strong_conflict,30.012849
adm_auto_2735,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/50_adm_85.PNG,fake,0.40164372853152214,fake,real,real,real,3,strong_conflict,30.012826
adm_auto_0374,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/156_adm_174.PNG,fake,0.3760360213304688,real,fake,fake,fake,3,strong_conflict,30.012782
adm_auto_1298,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_174.PNG,fake,0.40151022990528357,fake,real,real,real,3,strong_conflict,30.012692
adm_auto_0541,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/181_adm_153.PNG,fake,0.4015052893521158,fake,real,real,real,3,strong_conflict,30.012687
adm_auto_1598,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/33_adm_174.PNG,fake,0.4014796641581176,fake,real,real,real,3,strong_conflict,30.012662
adm_auto_1792,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/369_adm_7.PNG,fake,0.37615858742969877,real,fake,fake,fake,3,strong_conflict,30.012659
adm_auto_1387,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/308_adm_153.PNG,fake,0.4014752619846836,fake,real,real,real,3,strong_conflict,30.012657
adm_auto_1627,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/344_adm_153.PNG,fake,0.40138935790534935,fake,real,real,real,3,strong_conflict,30.012571
adm_auto_1943,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/391_adm_85.PNG,fake,0.40137454498362785,fake,real,real,real,3,strong_conflict,30.012557
adm_auto_0840,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_91.PNG,fake,0.4013395689423709,fake,real,real,real,3,strong_conflict,30.012522
adm_auto_0041,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_85.PNG,fake,0.40123971123141444,fake,real,real,real,3,strong_conflict,30.012422
adm_auto_1128,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/269_adm_91.PNG,fake,0.4012280833609783,fake,real,real,real,3,strong_conflict,30.012410
adm_auto_0298,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/144_adm_7.PNG,fake,0.4012261734218157,fake,real,real,real,3,strong_conflict,30.012408
adm_auto_2451,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/468_adm_34.PNG,fake,0.40116314711252177,fake,real,real,real,3,strong_conflict,30.012345
adm_auto_1632,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/344_adm_91.PNG,fake,0.40109872840115796,fake,real,real,real,3,strong_conflict,30.012281
adm_auto_0881,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/231_adm_85.PNG,fake,0.4010979260715044,fake,real,real,real,3,strong_conflict,30.012280
adm_auto_0676,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/200_adm_7.PNG,fake,0.4010420669744098,fake,real,real,real,3,strong_conflict,30.012224
adm_auto_2062,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/409_adm_7.PNG,fake,0.37661198546920516,real,fake,fake,fake,3,strong_conflict,30.012206
adm_auto_2672,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/500_adm_174.PNG,fake,0.4009577811508274,fake,real,real,real,3,strong_conflict,30.012140
adm_auto_1049,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/257_adm_85.PNG,fake,0.3766954635232715,real,fake,fake,fake,3,strong_conflict,30.012123
adm_auto_2026,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/403_adm_7.PNG,fake,0.4008673143207414,fake,real,real,real,3,strong_conflict,30.012049
adm_auto_1927,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/38_adm_153.PNG,fake,0.40086095696577334,fake,real,real,real,3,strong_conflict,30.012043
adm_auto_1300,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_7.PNG,fake,0.40082580598243317,fake,real,real,real,3,strong_conflict,30.012008
adm_auto_0629,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/194_adm_85.PNG,fake,0.4007289034941004,fake,real,real,real,3,strong_conflict,30.011911
adm_auto_1122,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/268_adm_91.PNG,fake,0.376945049128361,real,fake,fake,fake,3,strong_conflict,30.011873
adm_auto_1370,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/305_adm_174.PNG,fake,0.4006494804627286,fake,real,real,real,3,strong_conflict,30.011831
adm_auto_1887,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/383_adm_34.PNG,fake,0.4006375148702656,fake,real,real,real,3,strong_conflict,30.011820
adm_auto_2374,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/456_adm_7.PNG,fake,0.40063514481814705,fake,real,real,real,3,strong_conflict,30.011817
adm_auto_0874,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/230_adm_7.PNG,fake,0.4006078739450602,fake,real,real,real,3,strong_conflict,30.011790
adm_auto_1767,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/365_adm_34.PNG,fake,0.4006036646276659,fake,real,real,real,3,strong_conflict,30.011786
adm_auto_1194,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/279_adm_91.PNG,fake,0.4006022335111174,fake,real,real,real,3,strong_conflict,30.011784
adm_auto_1375,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/306_adm_153.PNG,fake,0.4005280218771867,fake,real,real,real,3,strong_conflict,30.011710
adm_auto_1374,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/305_adm_91.PNG,fake,0.37711666316764125,real,fake,fake,fake,3,strong_conflict,30.011701
adm_auto_0934,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/23_adm_7.PNG,fake,0.4003163804015628,fake,real,real,real,3,strong_conflict,30.011498
adm_auto_2837,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/525_adm_85.PNG,fake,0.400307322852,fake,real,real,real,3,strong_conflict,30.011489
adm_auto_2607,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_34.PNG,fake,0.40029806612115354,fake,real,real,real,3,strong_conflict,30.011480
adm_auto_2979,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/547_adm_34.PNG,fake,0.3773642207441741,real,fake,fake,fake,3,strong_conflict,30.011454
adm_auto_0190,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/128_adm_7.PNG,fake,0.37736933349755003,real,fake,fake,fake,3,strong_conflict,30.011449
adm_auto_0399,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/15_adm_34.PNG,fake,0.40026428301835565,fake,real,real,real,3,strong_conflict,30.011446
adm_auto_1781,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/367_adm_85.PNG,fake,0.4002245069290287,fake,real,real,real,3,strong_conflict,30.011407
adm_auto_1116,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/267_adm_91.PNG,fake,0.4002125455535765,fake,real,real,real,3,strong_conflict,30.011395
adm_auto_1210,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/281_adm_7.PNG,fake,0.40018935287434054,fake,real,real,real,3,strong_conflict,30.011371
adm_auto_2058,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/408_adm_91.PNG,fake,0.4001793097332782,fake,real,real,real,3,strong_conflict,30.011361
adm_auto_1776,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/366_adm_91.PNG,fake,0.4000620531499862,fake,real,real,real,3,strong_conflict,30.011244
adm_auto_1132,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/26_adm_7.PNG,fake,0.40000965958483614,fake,real,real,real,3,strong_conflict,30.011192
adm_auto_0666,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/19_adm_91.PNG,fake,0.39989880541444883,fake,real,real,real,3,strong_conflict,30.011081
adm_auto_0463,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/16_adm_153.PNG,fake,0.3998953017152072,fake,real,real,real,3,strong_conflict,30.011077
adm_auto_1392,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/308_adm_91.PNG,fake,0.39978566750292577,fake,real,real,real,3,strong_conflict,30.010968
adm_auto_1679,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/351_adm_85.PNG,fake,0.39974612082857985,fake,real,real,real,3,strong_conflict,30.010928
adm_auto_0323,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/148_adm_85.PNG,fake,0.37789940784338183,real,fake,fake,fake,3,strong_conflict,30.010919
adm_auto_2011,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/401_adm_153.PNG,fake,0.3997023573016909,fake,real,real,real,3,strong_conflict,30.010884
adm_auto_0291,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/143_adm_34.PNG,fake,0.3996978032418935,fake,real,real,real,3,strong_conflict,30.010880
adm_auto_1415,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/311_adm_85.PNG,fake,0.3996638858794709,fake,real,real,real,3,strong_conflict,30.010846
adm_auto_0403,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/160_adm_153.PNG,fake,0.3996633868196335,fake,real,real,real,3,strong_conflict,30.010845
adm_auto_1044,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/256_adm_91.PNG,fake,0.39965684387651484,fake,real,real,real,3,strong_conflict,30.010839
adm_auto_2019,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/402_adm_34.PNG,fake,0.3996354565961136,fake,real,real,real,3,strong_conflict,30.010817
adm_auto_1953,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/393_adm_34.PNG,fake,0.39960466716614196,fake,real,real,real,3,strong_conflict,30.010787
adm_auto_0977,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/246_adm_85.PNG,fake,0.3780402567250938,real,fake,fake,fake,3,strong_conflict,30.010778
adm_auto_2096,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/414_adm_174.PNG,fake,0.3995748213942528,fake,real,real,real,3,strong_conflict,30.010757
adm_auto_0337,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/150_adm_153.PNG,fake,0.39957083881548594,fake,real,real,real,3,strong_conflict,30.010753
adm_auto_0176,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/126_adm_174.PNG,fake,0.3995136638836295,fake,real,real,real,3,strong_conflict,30.010696
adm_auto_0293,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/143_adm_85.PNG,fake,0.3995095183756927,fake,real,real,real,3,strong_conflict,30.010692
adm_auto_0912,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/236_adm_91.PNG,fake,0.39948909812081146,fake,real,real,real,3,strong_conflict,30.010671
adm_auto_1774,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/366_adm_7.PNG,fake,0.3994637220268857,fake,real,real,real,3,strong_conflict,30.010646
adm_auto_2420,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/463_adm_174.PNG,fake,0.3993891945668393,fake,real,real,real,3,strong_conflict,30.010571
adm_auto_2028,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/403_adm_91.PNG,fake,0.3782532407471748,real,fake,fake,fake,3,strong_conflict,30.010565
adm_auto_0059,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_85.PNG,fake,0.39934733908273007,fake,real,real,real,3,strong_conflict,30.010529
adm_auto_1096,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/264_adm_7.PNG,fake,0.37830422392011137,real,fake,fake,fake,3,strong_conflict,30.010514
adm_auto_0845,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_85.PNG,fake,0.39914073861253524,fake,real,real,real,3,strong_conflict,30.010323
adm_auto_1294,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_7.PNG,fake,0.39910435255484483,fake,real,real,real,3,strong_conflict,30.010286
adm_auto_2641,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/497_adm_153.PNG,fake,0.3990237277835152,fake,real,real,real,3,strong_conflict,30.010206
adm_auto_0472,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/170_adm_7.PNG,fake,0.39902294122733645,fake,real,real,real,3,strong_conflict,30.010205
adm_auto_0402,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/15_adm_91.PNG,fake,0.39899182711357034,fake,real,real,real,3,strong_conflict,30.010174
adm_auto_1713,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/357_adm_34.PNG,fake,0.3989738232651508,fake,real,real,real,3,strong_conflict,30.010156
adm_auto_0573,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/186_adm_34.PNG,fake,0.3989371689645121,fake,real,real,real,3,strong_conflict,30.010119
adm_auto_2400,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/45_adm_91.PNG,fake,0.39892716512208265,fake,real,real,real,3,strong_conflict,30.010109
adm_auto_1771,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/366_adm_153.PNG,fake,0.3988477656130929,fake,real,real,real,3,strong_conflict,30.010030
adm_auto_2260,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/439_adm_7.PNG,fake,0.378794900824759,real,fake,fake,fake,3,strong_conflict,30.010023
adm_auto_2331,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/44_adm_34.PNG,fake,0.3988112159084553,fake,real,real,real,3,strong_conflict,30.009993
adm_auto_1660,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/349_adm_7.PNG,fake,0.39880328464674897,fake,real,real,real,3,strong_conflict,30.009985
adm_auto_2829,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/524_adm_34.PNG,fake,0.39875944308630457,fake,real,real,real,3,strong_conflict,30.009941
adm_auto_1260,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_91.PNG,fake,0.3987533126857346,fake,real,real,real,3,strong_conflict,30.009935
adm_auto_1369,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/305_adm_153.PNG,fake,0.39874336553701756,fake,real,real,real,3,strong_conflict,30.009925
adm_auto_2928,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/539_adm_91.PNG,fake,0.39869598766450715,fake,real,real,real,3,strong_conflict,30.009878
adm_auto_2005,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/400_adm_153.PNG,fake,0.39868760647129264,fake,real,real,real,3,strong_conflict,30.009870
adm_auto_0396,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/159_adm_91.PNG,fake,0.39865225555857414,fake,real,real,real,3,strong_conflict,30.009834
adm_auto_0045,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_34.PNG,fake,0.398636610971352,fake,real,real,real,3,strong_conflict,30.009819
adm_auto_2961,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/544_adm_34.PNG,fake,0.3985606971490635,fake,real,real,real,3,strong_conflict,30.009743
adm_auto_0297,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/144_adm_34.PNG,fake,0.3985604142912173,fake,real,real,real,3,strong_conflict,30.009742
adm_auto_0665,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/19_adm_85.PNG,fake,0.39851756210985967,fake,real,real,real,3,strong_conflict,30.009700
adm_auto_0462,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/169_adm_91.PNG,fake,0.37922076279445077,real,fake,fake,fake,3,strong_conflict,30.009597
adm_auto_0642,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/196_adm_91.PNG,fake,0.3792885168309038,real,fake,fake,fake,3,strong_conflict,30.009529
adm_auto_2214,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/431_adm_91.PNG,fake,0.3982889020200948,fake,real,real,real,3,strong_conflict,30.009471
adm_auto_1906,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/386_adm_7.PNG,fake,0.3981917140048783,fake,real,real,real,3,strong_conflict,30.009374
adm_auto_0828,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_91.PNG,fake,0.3981312436481156,fake,real,real,real,3,strong_conflict,30.009313
adm_auto_2503,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/476_adm_153.PNG,fake,0.39812631941077853,fake,real,real,real,3,strong_conflict,30.009308
adm_auto_0016,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/101_adm_7.PNG,fake,0.3980816355952472,fake,real,real,real,3,strong_conflict,30.009264
adm_auto_2883,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/532_adm_34.PNG,fake,0.3980788800530363,fake,real,real,real,3,strong_conflict,30.009261
adm_auto_1087,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/263_adm_153.PNG,fake,0.37960121627602517,real,fake,fake,fake,3,strong_conflict,30.009217
adm_auto_1746,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/361_adm_91.PNG,fake,0.39799441982825856,fake,real,real,real,3,strong_conflict,30.009176
adm_auto_2335,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/450_adm_153.PNG,fake,0.397989606377353,fake,real,real,real,3,strong_conflict,30.009172
adm_auto_1475,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/320_adm_85.PNG,fake,0.3979325556688164,fake,real,real,real,3,strong_conflict,30.009115
