sample_id,image_path,ground_truth,stay_positive_prediction,stay_positive_score,official_fsd_prediction,official_fsd_score,fsd_finetune_v1_prediction,fsd_finetune_v1_score,fsd_finetune_v2_prediction,fsd_finetune_v2_score,stay_positive_postcal_prediction,official_match,v1_match,v2_match,match_count,conflict_count,all_fsd_real,all_fsd_fake,conflict_pattern,prompt_type,file_index,score_bin_left,score_bin
adm_auto_1236,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/285_adm_91.PNG,fake,real,0.3904927763427887,real,0.39892578125,real,0.390380859375,fake,0.513671875,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_91,285,0.38,0.38-0.40
adm_auto_1237,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/286_adm_153.PNG,fake,real,0.3960120924126071,real,0.2469482421875,real,0.27392578125,real,0.3720703125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,286,0.38,0.38-0.40
adm_auto_1238,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/286_adm_174.PNG,fake,real,0.3865810395857322,real,0.383056640625,real,0.3720703125,fake,0.517578125,real,True,True,False,2,1,False,False,SP=real;FSD=real/real/fake,adm_174,286,0.38,0.38-0.40
adm_auto_1239,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/286_adm_34.PNG,fake,real,0.3802170458134282,real,0.417724609375,real,0.467041015625,real,0.47216796875,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_34,286,0.38,0.38-0.40
adm_auto_1240,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/286_adm_7.PNG,fake,real,0.3770235746078908,real,0.282470703125,real,0.321533203125,real,0.2315673828125,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_7,286,0.36,0.36-0.38
adm_auto_1241,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/286_adm_85.PNG,fake,real,0.4215577514090826,real,0.2568359375,real,0.256103515625,real,0.42578125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,286,0.42,0.42-0.44
adm_auto_1242,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/286_adm_91.PNG,fake,real,0.3898968843188421,fake,0.60888671875,real,0.486328125,fake,0.77099609375,fake,True,False,True,2,1,False,False,SP=fake;FSD=fake/real/fake,adm_91,286,0.38,0.38-0.40
adm_auto_1243,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/287_adm_153.PNG,fake,real,0.4353108571694316,fake,0.82177734375,fake,0.70703125,fake,0.83203125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,287,0.42,0.42-0.44
adm_auto_1244,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/287_adm_174.PNG,fake,real,0.4010189928778888,fake,0.64111328125,fake,0.6650390625,fake,0.572265625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,287,0.4,0.40-0.42
adm_auto_1245,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/287_adm_34.PNG,fake,real,0.3865758795160737,real,0.349609375,real,0.363037109375,real,0.338134765625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_34,287,0.38,0.38-0.40
adm_auto_1246,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/287_adm_7.PNG,fake,real,0.3712545217260211,real,0.25341796875,real,0.28466796875,real,0.359375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_7,287,0.36,0.36-0.38
adm_auto_1247,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/287_adm_85.PNG,fake,real,0.4059060314211766,real,0.3408203125,real,0.3447265625,fake,0.54833984375,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_85,287,0.4,0.40-0.42
adm_auto_1248,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/287_adm_91.PNG,fake,real,0.4045809989694754,real,0.341064453125,real,0.295166015625,real,0.2744140625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,287,0.4,0.40-0.42
adm_auto_1249,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/288_adm_153.PNG,fake,real,0.4068767342791188,fake,0.56982421875,fake,0.62109375,fake,0.67822265625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,288,0.4,0.40-0.42
adm_auto_1250,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/288_adm_174.PNG,fake,real,0.4168288804161705,real,0.3759765625,real,0.304931640625,real,0.281494140625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,288,0.4,0.40-0.42
adm_auto_1251,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/288_adm_34.PNG,fake,real,0.4043844991869851,real,0.23681640625,real,0.229248046875,real,0.23828125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,288,0.4,0.40-0.42
adm_auto_1252,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/288_adm_7.PNG,fake,real,0.388473864380515,real,0.34228515625,real,0.336669921875,real,0.197021484375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_7,288,0.38,0.38-0.40
adm_auto_1253,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/288_adm_85.PNG,fake,real,0.4030907569986631,fake,0.77197265625,fake,0.71630859375,fake,0.62060546875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,288,0.4,0.40-0.42
adm_auto_1254,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/288_adm_91.PNG,fake,real,0.4144769855444738,fake,0.66015625,real,0.4775390625,fake,0.822265625,fake,True,False,True,2,1,False,False,SP=fake;FSD=fake/real/fake,adm_91,288,0.4,0.40-0.42
adm_auto_1255,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_153.PNG,fake,real,0.4241908004416506,real,0.3369140625,real,0.328369140625,real,0.372314453125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,289,0.42,0.42-0.44
adm_auto_1256,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_174.PNG,fake,real,0.3805022072273937,real,0.161376953125,real,0.173095703125,real,0.1683349609375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_174,289,0.38,0.38-0.40
adm_auto_1257,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_34.PNG,fake,real,0.3951121691900465,fake,0.66162109375,real,0.4091796875,real,0.435302734375,fake,True,False,False,1,2,False,False,SP=fake;FSD=fake/real/real,adm_34,289,0.38,0.38-0.40
adm_auto_1258,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_7.PNG,fake,real,0.37433054201231,fake,0.62890625,real,0.47265625,real,0.309814453125,real,False,True,True,2,1,False,False,SP=real;FSD=fake/real/real,adm_7,289,0.36,0.36-0.38
adm_auto_1259,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_85.PNG,fake,real,0.4031372602933643,real,0.3896484375,real,0.33447265625,fake,0.583984375,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_85,289,0.4,0.40-0.42
adm_auto_1260,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/289_adm_91.PNG,fake,real,0.3987533126857346,real,0.385009765625,real,0.3427734375,real,0.313232421875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,289,0.38,0.38-0.40
adm_auto_1261,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_153.PNG,fake,real,0.4575539753669643,real,0.303955078125,fake,0.52783203125,real,0.48974609375,fake,False,True,False,1,2,False,False,SP=fake;FSD=real/fake/real,adm_153,28,0.44,0.44-0.46
adm_auto_1262,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_174.PNG,fake,real,0.3896885786115832,real,0.318603515625,real,0.309814453125,real,0.45849609375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,28,0.38,0.38-0.40
adm_auto_1263,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_34.PNG,fake,real,0.4112617777219975,real,0.25927734375,real,0.36328125,real,0.178955078125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,28,0.4,0.40-0.42
adm_auto_1264,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_7.PNG,fake,real,0.3949632278691272,real,0.3212890625,real,0.359375,real,0.419189453125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,28,0.38,0.38-0.40
adm_auto_1265,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_85.PNG,fake,real,0.3917514941306282,real,0.46484375,real,0.5,fake,0.591796875,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_85,28,0.38,0.38-0.40
adm_auto_1266,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_91.PNG,fake,real,0.4906133862040883,real,0.29833984375,real,0.250244140625,real,0.275146484375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,28,0.48,0.48-0.50
adm_auto_1267,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/290_adm_153.PNG,fake,real,0.4331244232370853,real,0.193115234375,real,0.2685546875,real,0.247314453125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,290,0.42,0.42-0.44
adm_auto_1268,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/290_adm_174.PNG,fake,real,0.3907501340787873,fake,0.56787109375,real,0.417724609375,real,0.49853515625,fake,True,False,False,1,2,False,False,SP=fake;FSD=fake/real/real,adm_174,290,0.38,0.38-0.40
adm_auto_1269,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/290_adm_34.PNG,fake,real,0.4419481627525106,real,0.4921875,real,0.342041015625,real,0.30517578125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,290,0.44,0.44-0.46
adm_auto_1270,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/290_adm_7.PNG,fake,real,0.3884138104203372,fake,0.74072265625,fake,0.609375,fake,0.71923828125,real,False,False,False,0,3,False,True,SP=real;FSD=fake/fake/fake,adm_7,290,0.38,0.38-0.40
adm_auto_1271,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/290_adm_85.PNG,fake,real,0.3966284518831469,real,0.286865234375,real,0.2998046875,real,0.114990234375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,290,0.38,0.38-0.40
adm_auto_1272,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/290_adm_91.PNG,fake,real,0.3970535089599991,fake,0.75146484375,fake,0.52490234375,fake,0.77783203125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,290,0.38,0.38-0.40
adm_auto_1273,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_153.PNG,fake,real,0.409849016248791,real,0.1650390625,real,0.252685546875,real,0.21533203125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,291,0.4,0.40-0.42
adm_auto_1274,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_174.PNG,fake,real,0.4066971721091986,real,0.3984375,real,0.33935546875,real,0.33447265625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,291,0.4,0.40-0.42
adm_auto_1275,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_34.PNG,fake,real,0.4164177447520535,real,0.251953125,real,0.251220703125,real,0.18798828125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,291,0.4,0.40-0.42
adm_auto_1276,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_7.PNG,fake,real,0.4177869919454614,fake,0.5927734375,fake,0.521484375,real,0.454345703125,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_7,291,0.4,0.40-0.42
adm_auto_1277,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_85.PNG,fake,real,0.3943980006940894,real,0.3388671875,real,0.277099609375,real,0.394775390625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,291,0.38,0.38-0.40
adm_auto_1278,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_91.PNG,fake,real,0.4100560680743476,real,0.441650390625,real,0.2705078125,real,0.279052734375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,291,0.4,0.40-0.42
adm_auto_1279,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_153.PNG,fake,real,0.3890622156054277,fake,0.654296875,real,0.437255859375,real,0.381103515625,fake,True,False,False,1,2,False,False,SP=fake;FSD=fake/real/real,adm_153,292,0.38,0.38-0.40
adm_auto_1280,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_174.PNG,fake,real,0.3932070097161135,real,0.2193603515625,real,0.2235107421875,real,0.26318359375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,292,0.38,0.38-0.40
adm_auto_1281,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_34.PNG,fake,real,0.3823549131693204,fake,0.5703125,fake,0.52978515625,real,0.35595703125,real,False,False,True,1,2,False,False,SP=real;FSD=fake/fake/real,adm_34,292,0.38,0.38-0.40
adm_auto_1282,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_7.PNG,fake,real,0.4101650674994697,real,0.139404296875,real,0.145751953125,real,0.17919921875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,292,0.4,0.40-0.42
adm_auto_1283,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_85.PNG,fake,real,0.4051436746422844,real,0.4140625,real,0.337158203125,real,0.326416015625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,292,0.4,0.40-0.42
adm_auto_1284,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_91.PNG,fake,real,0.3969372204584311,real,0.2127685546875,real,0.248046875,real,0.2493896484375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,292,0.38,0.38-0.40
adm_auto_1285,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_153.PNG,fake,real,0.4080983306874943,real,0.1602783203125,real,0.1666259765625,real,0.1947021484375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,293,0.4,0.40-0.42
adm_auto_1286,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_174.PNG,fake,real,0.422532411389485,fake,0.9873046875,fake,0.9404296875,fake,0.98486328125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,293,0.42,0.42-0.44
adm_auto_1287,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_34.PNG,fake,real,0.4430628236868901,real,0.3642578125,real,0.36083984375,real,0.415283203125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,293,0.44,0.44-0.46
adm_auto_1288,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_7.PNG,fake,real,0.4136905964003612,real,0.447998046875,real,0.454345703125,real,0.200927734375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,293,0.4,0.40-0.42
adm_auto_1289,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_85.PNG,fake,real,0.3836051358328262,real,0.46142578125,real,0.432373046875,real,0.353515625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_85,293,0.38,0.38-0.40
adm_auto_1290,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_91.PNG,fake,real,0.3978761929054495,real,0.2265625,real,0.2044677734375,real,0.175537109375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,293,0.38,0.38-0.40
adm_auto_1291,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_153.PNG,fake,real,0.3662541999587261,fake,0.990234375,fake,0.826171875,fake,0.9755859375,real,False,False,False,0,3,False,True,SP=real;FSD=fake/fake/fake,adm_153,294,0.36,0.36-0.38
adm_auto_1292,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_174.PNG,fake,real,0.4175655035391762,fake,0.8251953125,fake,0.5947265625,fake,0.81396484375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,294,0.4,0.40-0.42
adm_auto_1293,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_34.PNG,fake,real,0.4376097579861084,real,0.3720703125,real,0.34765625,real,0.2281494140625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,294,0.42,0.42-0.44
adm_auto_1294,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_7.PNG,fake,real,0.3991043525548448,real,0.333984375,real,0.396484375,real,0.3046875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,294,0.38,0.38-0.40
adm_auto_1295,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_85.PNG,fake,real,0.3960766339205523,real,0.2117919921875,real,0.2469482421875,real,0.304931640625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,294,0.38,0.38-0.40
adm_auto_1296,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_91.PNG,fake,real,0.42543187064812,fake,0.54248046875,fake,0.5361328125,real,0.4833984375,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_91,294,0.42,0.42-0.44
adm_auto_1297,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_153.PNG,fake,real,0.4452563133029403,real,0.282958984375,real,0.418701171875,real,0.412109375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,295,0.44,0.44-0.46
adm_auto_1298,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_174.PNG,fake,real,0.4015102299052835,real,0.26806640625,real,0.289306640625,real,0.38671875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,295,0.4,0.40-0.42
adm_auto_1299,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_34.PNG,fake,real,0.3905397768319213,fake,0.62060546875,real,0.41015625,fake,0.82568359375,fake,True,False,True,2,1,False,False,SP=fake;FSD=fake/real/fake,adm_34,295,0.38,0.38-0.40
adm_auto_1300,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_7.PNG,fake,real,0.4008258059824331,real,0.25244140625,real,0.3310546875,real,0.33544921875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,295,0.4,0.40-0.42
adm_auto_1301,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_85.PNG,fake,real,0.4072419729476224,fake,0.873046875,fake,0.73779296875,fake,0.92822265625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,295,0.4,0.40-0.42
adm_auto_1302,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/295_adm_91.PNG,fake,real,0.389144926386857,fake,0.90966796875,fake,0.751953125,fake,0.95654296875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,295,0.38,0.38-0.40
adm_auto_1303,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/296_adm_153.PNG,fake,real,0.3943798770365621,real,0.343994140625,real,0.348876953125,real,0.333251953125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,296,0.38,0.38-0.40
adm_auto_1304,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/296_adm_174.PNG,fake,real,0.3882336403735014,real,0.262939453125,real,0.260986328125,real,0.404541015625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_174,296,0.38,0.38-0.40
adm_auto_1305,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/296_adm_34.PNG,fake,real,0.3918359326878041,real,0.267333984375,real,0.3447265625,real,0.41015625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,296,0.38,0.38-0.40
adm_auto_1306,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/296_adm_7.PNG,fake,real,0.3894525116386453,real,0.25537109375,real,0.37158203125,fake,0.5400390625,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_7,296,0.38,0.38-0.40
adm_auto_1307,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/296_adm_85.PNG,fake,real,0.3813384625405135,fake,0.52734375,real,0.469970703125,fake,0.52734375,real,False,True,False,1,2,False,False,SP=real;FSD=fake/real/fake,adm_85,296,0.38,0.38-0.40
adm_auto_1308,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/296_adm_91.PNG,fake,real,0.3971397016688449,real,0.11962890625,real,0.19873046875,real,0.369384765625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,296,0.38,0.38-0.40
adm_auto_1309,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/297_adm_153.PNG,fake,real,0.3865356384865115,fake,0.74169921875,fake,0.615234375,fake,0.607421875,real,False,False,False,0,3,False,True,SP=real;FSD=fake/fake/fake,adm_153,297,0.38,0.38-0.40
adm_auto_1310,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/297_adm_174.PNG,fake,real,0.3985804302466175,real,0.418701171875,real,0.42626953125,fake,0.556640625,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_174,297,0.38,0.38-0.40
adm_auto_1311,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/297_adm_34.PNG,fake,real,0.3932142773512891,fake,0.64892578125,fake,0.58251953125,fake,0.576171875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,297,0.38,0.38-0.40
adm_auto_1312,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/297_adm_7.PNG,fake,real,0.4260146177216545,real,0.1639404296875,real,0.2186279296875,real,0.271240234375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,297,0.42,0.42-0.44
adm_auto_1313,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/297_adm_85.PNG,fake,real,0.4074563574368669,real,0.40966796875,real,0.38916015625,fake,0.52783203125,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_85,297,0.4,0.40-0.42
adm_auto_1314,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/297_adm_91.PNG,fake,real,0.3890304983467038,fake,0.94677734375,fake,0.9013671875,fake,0.97998046875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,297,0.38,0.38-0.40
adm_auto_1315,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/298_adm_153.PNG,fake,real,0.3657423908603555,real,0.4814453125,real,0.362548828125,real,0.351806640625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_153,298,0.36,0.36-0.38
adm_auto_1316,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/298_adm_174.PNG,fake,real,0.4038157148530331,real,0.4697265625,real,0.453369140625,real,0.49267578125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,298,0.4,0.40-0.42
adm_auto_1317,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/298_adm_34.PNG,fake,real,0.472438659887665,fake,0.541015625,fake,0.5390625,fake,0.81298828125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,298,0.46,0.46-0.48
